Farm_ID,Farmer_Type,Crop_Type,Season,Region,Soil_Type,Rainfall_mm,Temperature_C,Area_Hectare,Yield_ton_per_hectare,Total_Production_ton,Seed_Cost_INR,Fertilizer_Cost_INR,Pesticide_Cost_INR,Labor_Cost_INR,Irrigation_Cost_INR,Total_Cost_INR,Market_Price_per_ton_INR,Total_Revenue_INR,Net_Profit_INR
3748,Large,Cotton,Kharif,North,Loamy,2364.26,22.93,11.27,2.623349331685127,29.57,58183.37,53804.06,18318.2,126029.67,56138.92,312474.22,55000,1626350.0,1313875.78
3749,Large,Maize,Kharif,Central,Loamy,476.94,18.85,5.54,5.321824994513085,29.48,26568.66,46171.69,18075.35,68105.31,35761.81,194682.82,18000,530640.0,335957.18
3750,Small,Sugarcane,Rabi,West,Silt,650.04,16.96,3.77,69.3941092858452,261.62,15625.16,25070.5,15064.37,54743.27,16610.9,127114.20000000001,3500,915670.0,788555.8
3751,Large,Wheat,Zaid,South,Sandy,2208.89,25.41,6.35,3.5405690011295707,22.48,30912.61,51607.21,19744.0,93182.87,49950.79,245397.48,21000,472080.0,226682.52
3752,Large,Sugarcane,Kharif,West,Clay,1513.25,15.66,9.08,70.02493989345328,635.83,52982.55,38099.75,31079.16,71321.84,70017.35,263500.65,3500,2225405.0,1961904.35
3753,Small,Rice,Rabi,South,Sandy,1075.91,36.52,5.11,3.840745399988453,19.63,27845.0,39974.01,19103.38,40451.74,13160.3,140534.43,22000,431860.0,291325.57
3754,Small,Rice,Zaid,North,Clay,2348.0,33.97,6.68,4.870694761126865,32.54,18556.05,27189.88,15524.92,83057.61,25614.55,169943.00999999998,22000,715880.0,545936.99
3755,Small,Cotton,Rabi,Central,Clay,2413.11,27.74,3.94,1.9160523140380405,7.55,9418.58,29389.73,11485.73,58706.35,12778.78,121779.16999999998,55000,415250.0,293470.83
3756,Small,Sugarcane,Rabi,East,Sandy,1027.68,32.2,5.42,69.62181463291513,377.35,11199.38,21285.85,14067.91,49477.4,21190.21,117220.75,3500,1320725.0,1203504.25
3757,Small,Wheat,Kharif,East,Sandy,2210.53,13.4,11.51,3.9809286733902676,45.82,55838.15,58215.67,22432.25,78878.4,55989.14,271353.61,21000,962220.0,690866.39
3758,Small,Rice,Rabi,North,Clay,1792.76,17.7,2.97,3.815150612864888,11.33,9253.46,17396.06,3542.94,36494.67,7994.41,74681.54000000001,22000,249260.0,174578.46
3759,Large,Potato,Rabi,North,Silt,903.88,29.39,11.87,20.342565961165256,241.47,57841.03,101049.26,42414.19,105084.35,74374.2,380763.02999999997,12000,2897640.0,2516876.97
3760,Large,Wheat,Zaid,West,Silt,2371.15,25.37,2.98,3.194503976542575,9.52,8155.09,22023.31,3893.2,17284.55,16225.65,67581.79999999999,21000,199920.0,132338.2
3761,Medium,Potato,Kharif,Central,Sandy,438.75,28.93,4.17,20.207283662557547,84.26,15624.68,19559.6,11208.07,52068.73,12021.87,110482.95,12000,1011120.0,900637.05
3762,Large,Maize,Rabi,Central,Sandy,999.47,14.49,1.5,4.959505553651016,7.44,3081.61,8518.06,1641.76,13622.0,9097.29,35960.72,18000,133920.0,97959.28
3763,Large,Potato,Rabi,West,Loamy,1171.78,30.27,9.15,20.069097095556103,183.63,22276.48,46667.2,23854.97,99858.17,53658.77,246315.59,12000,2203560.0,1957244.41
3764,Small,Rice,Zaid,Central,Silt,1819.44,34.5,0.7,4.375386957295294,3.06,1628.01,6047.39,819.35,8343.36,5108.92,21947.03,22000,67320.0,45372.97
3765,Small,Cotton,Rabi,Central,Silt,384.55,27.3,9.56,2.124603324676587,20.31,49352.17,38696.7,29861.87,126274.9,31261.65,275447.29,55000,1117050.0,841602.71
3766,Large,Maize,Rabi,East,Clay,2257.51,22.01,7.14,4.0368755405236705,28.82,40109.62,60648.01,19848.8,80070.35,40373.46,241050.24000000002,18000,518760.0,277709.76
3767,Medium,Sugarcane,Rabi,Central,Loamy,1750.03,16.89,9.11,69.37890020672302,632.04,24579.83,72580.91,28743.85,130811.83,66101.1,322817.52,3500,2212140.0,1889322.48
3768,Small,Wheat,Rabi,North,Clay,905.05,19.43,9.51,2.9523535786210067,28.08,38972.2,35873.19,25659.19,93653.78,34035.17,228193.52999999997,21000,589680.0,361486.47
3769,Large,Rice,Rabi,East,Loamy,1748.35,26.63,1.93,4.189959602371506,8.09,5019.59,8952.97,6245.59,19884.79,6544.06,46647.0,22000,177980.0,131333.0
3770,Large,Maize,Zaid,North,Silt,1481.23,19.15,0.75,5.518070995460289,4.14,3837.76,5446.9,1574.59,6030.73,2737.97,19627.95,18000,74520.0,54892.05
3771,Medium,Maize,Rabi,North,Clay,1039.81,33.78,2.44,6.0122112928307185,14.67,12890.6,17674.69,4837.99,15418.29,16052.55,66874.12,18000,264060.0,197185.88
3772,Medium,Rice,Rabi,West,Loamy,362.91,15.69,4.92,5.068386751188522,24.94,25292.02,21658.45,12212.91,55523.4,33730.85,148417.63,22000,548680.0,400262.37
3773,Small,Sugarcane,Rabi,Central,Clay,1512.42,26.46,1.34,70.39910179182016,94.33,4028.03,9114.19,3368.56,10620.73,2957.35,30088.86,3500,330155.0,300066.14
3774,Medium,Sugarcane,Rabi,Central,Loamy,480.8,25.89,5.75,70.81172451270746,407.17,19264.2,40967.83,11598.41,69814.77,22341.19,163986.40000000002,3500,1425095.0,1261108.6
3775,Large,Cotton,Kharif,Central,Sandy,2082.39,15.89,3.78,3.0828815305233794,11.65,10713.54,12973.36,9400.18,42361.1,10435.59,85883.76999999999,55000,640750.0,554866.23
3776,Large,Potato,Kharif,Central,Clay,494.76,39.86,4.68,20.921019780051854,97.91,9422.0,24737.15,7657.64,36565.71,13673.12,92055.62,12000,1174920.0,1082864.38
3777,Medium,Sugarcane,Kharif,East,Sandy,1243.23,35.05,11.31,70.10531926459466,792.89,25543.0,95425.97,33412.35,119591.72,77989.34,351962.38,3500,2775115.0,2423152.62
3778,Medium,Cotton,Kharif,South,Loamy,1256.01,22.82,8.83,2.773994610095366,24.49,52496.81,74198.45,34571.93,131421.22,68727.26,361415.67000000004,55000,1346950.0,985534.33
3779,Medium,Potato,Zaid,North,Clay,1523.64,31.18,8.07,19.341567299384693,156.09,45618.83,56256.01,22711.62,111554.59,36170.62,272311.67,12000,1873080.0,1600768.33
3780,Medium,Maize,Kharif,South,Loamy,386.92,32.06,8.02,4.5245676158362915,36.29,18588.77,55467.67,19445.8,73527.64,62720.32,229750.2,18000,653220.0,423469.8
3781,Small,Rice,Zaid,South,Loamy,748.43,30.23,6.89,4.883825784728478,33.65,26492.68,56032.73,25595.05,81812.22,29396.14,219328.82,22000,740300.0,520971.18
3782,Medium,Sugarcane,Kharif,South,Sandy,738.9,24.11,6.4,69.44597485259044,444.45,37749.03,32338.74,19049.05,43731.3,40300.17,173168.28999999998,3500,1555575.0,1382406.71
3783,Small,Cotton,Zaid,East,Clay,1617.74,36.78,10.64,2.5219842047201637,26.83,23598.55,35090.11,20125.06,54279.6,44199.22,177292.54,55000,1475650.0,1298357.46
3784,Large,Maize,Kharif,South,Silt,880.0,33.6,1.36,6.080228202536141,8.27,6358.02,10986.45,3891.93,18217.6,5331.01,44785.01,18000,148860.0,104074.99
3785,Medium,Sugarcane,Rabi,East,Loamy,617.23,27.18,3.82,69.99427846732928,267.38,9267.19,18615.27,12366.4,34920.72,21106.44,96276.02,3500,935830.0,839553.98
3786,Small,Wheat,Kharif,West,Sandy,340.38,12.07,1.7,4.057699085506455,6.9,5766.12,11962.13,5632.06,11585.62,12269.09,47215.020000000004,21000,144900.0,97684.98
3787,Medium,Maize,Kharif,West,Silt,2149.2,18.25,0.63,5.057734080727695,3.19,1378.63,3735.28,644.95,5136.38,3502.64,14397.88,18000,57420.0,43022.12
3788,Large,Sugarcane,Kharif,West,Sandy,2437.41,26.25,0.66,70.4991323231716,46.53,2899.74,2553.34,2174.98,9389.29,3577.34,20594.69,3500,162855.0,142260.31
3789,Large,Maize,Rabi,East,Sandy,1847.18,37.17,0.78,5.5406691611820555,4.32,3751.69,4298.09,2650.22,10860.62,3920.65,25481.270000000004,18000,77760.0,52278.73
3790,Large,Rice,Zaid,East,Sandy,1207.97,29.6,8.34,4.851471781326371,40.46,18062.59,38156.17,12719.57,95987.63,64144.65,229070.61,22000,890120.0,661049.39
3791,Medium,Rice,Zaid,North,Loamy,568.42,23.7,1.78,4.899326861371319,8.72,7149.5,5428.26,6324.29,10538.6,12260.65,41701.3,22000,191840.0,150138.7
3792,Medium,Rice,Rabi,South,Silt,1345.23,13.34,2.83,4.253249314260761,12.04,9044.91,17386.15,8876.62,34469.11,12567.39,82344.18000000001,22000,264880.0,182535.82
3793,Small,Potato,Kharif,Central,Loamy,1306.11,28.72,5.32,21.296670632916573,113.3,25732.59,33964.81,15208.82,73955.07,36949.3,185810.59000000003,12000,1359600.0,1173789.41
3794,Large,Wheat,Kharif,Central,Loamy,1223.73,21.82,3.6,3.6891765740870097,13.28,14547.79,17408.3,11907.44,51083.22,9543.28,104490.03,21000,278880.0,174389.97
3795,Medium,Rice,Kharif,South,Clay,1132.27,27.05,9.89,4.376118421757525,43.28,20444.59,47127.27,17398.39,87663.29,45617.34,218250.87999999998,22000,952160.0,733909.12
3796,Large,Wheat,Zaid,Central,Silt,1392.86,33.46,7.67,3.3909003298914944,26.01,23485.17,43579.69,11219.45,51341.7,20483.93,150109.94,21000,546210.0,396100.06
3797,Large,Rice,Zaid,Central,Clay,461.0,34.5,4.33,4.5022115678855545,19.49,17102.9,29038.13,5227.43,63257.57,34566.1,149192.13,22000,428780.0,279587.87
3798,Small,Potato,Rabi,Central,Sandy,384.25,36.2,4.15,20.106988879593395,83.44,9899.11,36566.57,9534.56,54383.17,9471.33,119854.74,12000,1001280.0,881425.26
3799,Small,Maize,Rabi,East,Silt,440.71,29.81,8.36,5.107045360383318,42.69,46334.5,49044.72,21059.36,77973.7,62272.36,256684.64,18000,768420.0,511735.36
3800,Small,Sugarcane,Zaid,East,Silt,740.0,37.36,2.46,70.65816325204807,173.82,13742.22,21159.64,3224.44,27849.05,18673.38,84648.73000000001,3500,608370.0,523721.27
3801,Small,Sugarcane,Kharif,East,Loamy,911.75,31.34,3.73,70.14687731232895,261.65,9139.98,33009.53,8193.48,33477.78,14013.54,97834.31,3500,915775.0,817940.69
3802,Large,Rice,Kharif,South,Sandy,672.81,33.95,4.56,4.957970499066149,22.61,25231.44,30322.28,8130.61,43650.43,35099.33,142434.09000000003,22000,497420.0,354985.91
3803,Small,Sugarcane,Kharif,West,Loamy,854.22,31.19,5.73,69.04469459201306,395.63,24582.56,36464.37,20937.52,47432.65,28670.47,158087.57,3500,1384705.0,1226617.43
3804,Small,Rice,Kharif,Central,Clay,708.84,36.41,2.69,4.378676688482261,11.78,14694.21,9042.52,7310.43,14946.32,20520.37,66513.84999999999,22000,259160.0,192646.15
3805,Small,Rice,Rabi,North,Sandy,631.64,18.24,2.31,4.783362184938971,11.05,10420.66,10023.64,3520.43,34583.34,11350.93,69899.0,22000,243100.0,173201.0
3806,Small,Cotton,Rabi,East,Loamy,944.56,33.28,11.88,1.9996218764645741,23.76,67331.81,106788.85,29171.06,87857.75,57290.44,348439.91,55000,1306800.0,958360.09
3807,Large,Cotton,Zaid,North,Loamy,1174.53,15.28,11.0,2.0344587592758683,22.38,42232.62,82242.23,12365.33,86909.93,71724.35,295474.45999999996,55000,1230900.0,935425.54
3808,Small,Cotton,Rabi,Central,Loamy,1937.39,14.58,6.52,2.497684000083385,16.28,39072.48,45691.28,15302.67,53786.53,22175.05,176028.01,55000,895400.0,719371.99
3809,Large,Wheat,Kharif,West,Sandy,2402.21,25.77,9.3,3.788128994178368,35.23,50500.03,59519.55,34452.09,69218.05,69051.86,282741.57999999996,21000,739830.0,457088.42
3810,Medium,Cotton,Zaid,North,Clay,2321.72,20.41,8.25,2.2274625942008663,18.38,37268.61,58549.0,21110.83,68128.78,58494.55,243551.77000000002,55000,1010900.0,767348.23
3811,Large,Rice,Rabi,Central,Silt,1347.05,27.77,1.36,4.389500892690726,5.97,4852.52,9634.96,2241.86,14506.43,3822.0,35057.770000000004,22000,131340.0,96282.23
3812,Large,Potato,Rabi,Central,Loamy,1314.96,30.98,6.46,20.466117151384115,132.21,28830.89,27966.98,24231.91,37411.83,14058.15,132499.76,12000,1586520.0,1454020.24
3813,Small,Potato,Rabi,East,Sandy,576.54,18.34,2.62,19.800156127852873,51.88,12879.55,20196.45,10012.01,14974.26,16409.91,74472.18000000001,12000,622560.0,548087.82
3814,Medium,Maize,Rabi,West,Silt,2437.83,31.6,7.22,4.54645082840457,32.83,24336.6,41815.84,13181.58,69459.93,29676.21,178470.16,18000,590940.0,412469.84
3815,Medium,Cotton,Rabi,Central,Loamy,1972.22,39.87,1.21,2.4805804032196597,3.0,5038.17,8723.35,1840.65,14479.15,3161.13,33242.45,55000,165000.0,131757.55
3816,Medium,Potato,Kharif,West,Sandy,2164.65,33.28,2.37,19.755152761647405,46.82,13179.12,12051.74,3013.9,17001.13,17472.85,62718.74,12000,561840.0,499121.26
3817,Medium,Cotton,Kharif,East,Clay,815.16,16.87,9.49,3.0039841793895197,28.51,55130.9,61348.87,31461.37,96814.32,75592.2,320347.66000000003,55000,1568050.0,1247702.34
3818,Large,Maize,Kharif,North,Loamy,1182.39,29.74,10.2,5.982817481147141,61.02,45620.52,75592.04,32077.89,95927.92,39901.54,289119.91,18000,1098360.0,809240.09
3819,Medium,Potato,Rabi,South,Sandy,525.82,12.27,10.94,19.47365736467728,213.04,28444.57,72976.89,36128.7,104175.09,34041.55,275766.8,12000,2556480.0,2280713.2
3820,Large,Rice,Zaid,South,Loamy,2369.79,25.15,10.81,4.717005986439476,50.99,54797.13,73508.75,16064.38,129892.52,77185.34,351448.12,22000,1121780.0,770331.88
3821,Large,Wheat,Kharif,South,Sandy,928.82,26.93,10.93,2.687611935182317,29.38,32687.34,44937.41,42871.88,119916.3,56589.09,297002.02,21000,616980.0,319977.98
3822,Large,Cotton,Kharif,West,Clay,1611.22,39.23,1.59,2.8529624809363483,4.54,3593.13,9596.25,2504.63,15416.58,12581.45,43692.04000000001,55000,249700.0,206007.96
3823,Medium,Potato,Rabi,South,Clay,634.88,32.64,8.08,20.193696541094003,163.17,28149.32,37539.46,8999.24,62244.69,47077.17,184009.88,12000,1958040.0,1774030.12
3824,Small,Potato,Zaid,North,Sandy,2066.15,31.77,8.56,20.061573154064792,171.73,26323.51,44693.92,18658.42,92898.4,46200.79,228775.04,12000,2060760.0,1831984.96
3825,Small,Maize,Kharif,Central,Silt,709.96,26.91,3.58,5.193656618359896,18.59,14531.69,27963.29,9536.05,22818.26,27089.3,101938.59,18000,334620.0,232681.41
3826,Medium,Rice,Kharif,West,Clay,2080.65,26.37,11.92,4.011232359353013,47.81,23951.55,39168.77,26801.43,109177.33,81166.62,280265.7,22000,1051820.0,771554.3
3827,Small,Sugarcane,Zaid,North,Loamy,1183.88,39.78,3.79,69.58333301685288,263.72,17883.61,17224.53,9308.16,24056.67,16843.66,85316.63,3500,923020.0,837703.37
3828,Small,Potato,Rabi,West,Clay,1571.07,12.6,7.11,19.519071915934727,138.78,26781.39,54996.23,19077.94,58169.99,14675.21,173700.75999999998,12000,1665360.0,1491659.24
3829,Large,Wheat,Zaid,West,Loamy,893.36,20.49,10.53,3.9248307488285,41.33,31988.69,85062.23,17192.35,119699.76,68578.59,322521.62,21000,867930.0,545408.38
3830,Large,Maize,Rabi,West,Clay,2242.11,15.75,3.83,4.447199254918059,17.03,11814.82,16384.07,13509.86,49283.48,27544.9,118537.13,18000,306540.0,188002.87
3831,Medium,Potato,Kharif,East,Clay,1971.71,20.82,7.47,19.210630737111718,143.5,16204.22,29817.09,13438.8,54948.99,20769.11,135178.21000000002,12000,1722000.0,1586821.79
3832,Medium,Potato,Zaid,Central,Loamy,1079.4,24.98,8.78,20.7315278519351,182.02,25378.16,68445.4,35072.2,100252.6,64720.26,293868.62,12000,2184240.0,1890371.38
3833,Small,Maize,Zaid,South,Clay,1587.8,21.57,7.71,5.2958762497490195,40.83,19075.54,56314.63,30260.24,59626.41,55501.84,220778.66,18000,734940.0,514161.34
3834,Large,Maize,Kharif,East,Loamy,583.77,38.96,5.17,4.455177220477006,23.03,19367.47,32980.44,10005.29,47330.43,10885.12,120568.75,18000,414540.0,293971.25
3835,Medium,Cotton,Kharif,Central,Loamy,653.04,31.06,11.36,2.980343745476269,33.86,45178.81,65297.75,29401.58,160669.46,72374.87,372922.47,55000,1862300.0,1489377.53
3836,Medium,Potato,Rabi,South,Clay,1474.09,32.39,7.54,19.56369964692758,147.51,39916.92,62217.68,28518.3,45325.59,32426.07,208404.56,12000,1770120.0,1561715.44
3837,Medium,Sugarcane,Kharif,East,Clay,1709.32,32.78,3.08,69.68232577396915,214.62,13129.8,14402.16,8225.79,45705.15,7100.04,88562.93999999999,3500,751170.0,662607.06
3838,Medium,Wheat,Kharif,East,Loamy,1526.35,37.18,9.77,3.802840134746373,37.15,42492.88,67269.09,32706.46,111612.86,38932.72,293014.01,21000,780150.0,487135.99
3839,Medium,Rice,Zaid,North,Sandy,1530.7,33.5,8.04,3.8268048338208267,30.77,19208.36,68983.45,19287.68,89159.65,45262.46,241901.59999999998,22000,676940.0,435038.4
3840,Medium,Rice,Rabi,East,Clay,1933.04,12.45,1.76,4.797343670944779,8.44,5988.39,7095.7,4243.82,12575.15,6754.63,36657.689999999995,22000,185680.0,149022.31
3841,Small,Sugarcane,Kharif,West,Silt,2285.3,19.32,3.7,69.69918396939002,257.89,19188.41,15389.3,7822.67,25699.72,24884.11,92984.21,3500,902615.0,809630.79
3842,Large,Maize,Zaid,East,Clay,1152.71,39.69,2.32,3.937899337046146,9.14,10061.85,8613.07,5697.97,33011.49,11530.87,68915.25,18000,164520.0,95604.75
3843,Large,Maize,Kharif,West,Sandy,1481.25,30.26,1.34,5.378776311961666,7.21,4691.71,6166.93,1569.33,8847.6,2965.02,24240.59,18000,129780.0,105539.41
3844,Medium,Maize,Kharif,Central,Sandy,2264.65,13.91,3.15,5.868292900156919,18.49,11731.04,20201.31,12299.97,21158.96,16895.96,82287.23999999999,18000,332820.0,250532.76
3845,Large,Potato,Kharif,Central,Clay,1321.41,25.07,3.7,20.627830460313056,76.32,9115.21,18411.9,13131.41,44411.24,17118.68,102188.44,12000,915840.0,813651.56
3846,Large,Maize,Kharif,West,Clay,1279.33,39.46,5.87,4.561569243548954,26.78,12356.06,37309.33,20839.64,70699.43,15077.41,156281.87,18000,482040.0,325758.13
3847,Large,Maize,Rabi,North,Silt,1986.33,39.8,11.65,5.444396430281735,63.43,30021.05,68712.61,35377.54,104661.4,54186.83,292959.43,18000,1141740.0,848780.57
3848,Medium,Potato,Zaid,North,Clay,2230.06,24.11,11.35,19.766875576320125,224.35,36170.56,70206.74,17920.77,159755.7,77010.54,361064.31,12000,2692200.0,2331135.69
3849,Medium,Potato,Zaid,Central,Sandy,1922.88,37.01,9.17,20.135589389299035,184.64,28726.68,79884.84,15051.3,130143.0,24193.54,277999.36,12000,2215680.0,1937680.64
3850,Large,Sugarcane,Kharif,East,Silt,520.27,28.58,7.93,69.30836118594917,549.62,38163.8,33637.7,10020.86,106371.01,27595.73,215789.1,3500,1923670.0,1707880.9
3851,Large,Cotton,Zaid,Central,Clay,1322.5,26.26,11.39,2.186952562969744,24.91,30090.25,80003.5,38095.51,58779.24,90207.97,297176.47,55000,1370050.0,1072873.53
3852,Medium,Potato,Kharif,Central,Silt,766.33,23.53,2.14,19.470818157363247,41.67,10778.52,12517.3,7897.11,17165.59,9602.95,57961.47,12000,500040.0,442078.53
3853,Small,Wheat,Zaid,West,Silt,998.17,36.98,4.3,2.862065073652394,12.31,20796.2,30432.29,12247.74,33984.88,30016.85,127477.95999999999,21000,258510.0,131032.04
3854,Large,Maize,Rabi,North,Sandy,1331.26,29.39,6.86,4.651647920343801,31.91,17875.32,45199.74,24350.3,38800.72,34464.07,160690.15,18000,574380.0,413689.85
3855,Small,Cotton,Rabi,West,Sandy,787.36,21.35,9.86,2.5365295991788943,25.01,45776.65,74323.39,36655.29,137357.97,33444.72,327558.02,55000,1375550.0,1047991.98
3856,Large,Rice,Zaid,Central,Loamy,1435.05,25.77,7.67,3.83372655235196,29.4,25399.49,47573.34,11046.51,114482.27,19293.46,217795.06999999998,22000,646800.0,429004.93
3857,Small,Sugarcane,Kharif,South,Sandy,1715.21,24.43,9.8,70.00243393935976,686.02,23767.95,70664.1,21157.26,63048.94,63487.14,242125.39,3500,2401070.0,2158944.61
3858,Small,Cotton,Kharif,East,Loamy,2224.78,24.63,2.26,2.828236058580692,6.39,10151.43,16750.39,3200.7,17747.17,11097.26,58946.950000000004,55000,351450.0,292503.05
3859,Small,Potato,Kharif,Central,Sandy,765.21,20.73,2.72,20.582029705301668,55.98,14068.25,11066.44,5955.85,14326.62,21423.54,66840.70000000001,12000,671760.0,604919.3
3860,Medium,Maize,Kharif,West,Sandy,983.24,29.72,9.02,6.073825435921192,54.79,52765.18,77115.87,21715.51,55512.86,66895.36,274004.77999999997,18000,986220.0,712215.22
3861,Small,Maize,Rabi,South,Loamy,1192.76,13.46,4.51,5.573305412405997,25.14,18945.32,33137.2,14116.95,45079.29,13193.31,124472.07,18000,452520.0,328047.93
3862,Small,Maize,Kharif,South,Loamy,794.0,36.81,5.52,4.603273021243823,25.41,23547.2,19765.52,16613.51,47908.91,32802.97,140638.11,18000,457380.0,316741.89
3863,Small,Cotton,Kharif,Central,Loamy,1030.49,23.63,9.6,2.7588113932413396,26.48,36987.13,78386.46,38080.84,88678.29,29758.71,271891.43,55000,1456400.0,1184508.57
3864,Large,Maize,Kharif,North,Silt,2243.37,34.42,1.31,5.656588813361182,7.41,4237.03,5429.29,2198.63,15276.71,5488.27,32629.93,18000,133380.0,100750.07
3865,Small,Potato,Kharif,South,Loamy,605.04,32.43,2.43,19.53622322058734,47.47,6250.95,15839.32,3558.95,14523.76,9713.76,49886.740000000005,12000,569640.0,519753.26
3866,Large,Cotton,Rabi,East,Silt,1276.24,25.21,3.9,3.0492659601619447,11.89,12482.94,19026.96,12414.03,52562.74,19850.14,116336.81,55000,653950.0,537613.19
3867,Small,Maize,Zaid,West,Silt,984.13,17.56,10.66,4.905228996584898,52.29,35559.79,68805.71,33138.95,145572.79,74687.02,357764.26,18000,941220.0,583455.74
3868,Small,Rice,Zaid,West,Loamy,469.76,27.74,5.16,4.518827603218334,23.32,25516.53,42976.88,7252.91,34209.57,37711.33,147667.22000000003,22000,513040.0,365372.78
3869,Medium,Rice,Kharif,West,Loamy,511.48,38.55,3.4,5.054639871499094,17.19,8550.56,28369.75,11741.16,38584.15,20734.62,107980.23999999999,22000,378180.0,270199.76
3870,Large,Wheat,Kharif,Central,Loamy,2026.74,17.2,8.3,3.5524438522201733,29.49,22800.78,64045.41,16840.63,98799.7,47984.18,250470.7,21000,619290.0,368819.3
3871,Small,Maize,Zaid,West,Sandy,2175.13,19.17,0.85,5.053928500009019,4.3,5005.19,6705.08,2051.38,5727.17,6407.29,25896.11,18000,77400.0,51503.89
3872,Large,Maize,Rabi,West,Sandy,1931.1,39.8,9.41,5.668831623123944,53.34,21488.6,56895.48,28799.53,82317.45,24571.71,214072.77,18000,960120.0,746047.23
3873,Large,Cotton,Rabi,East,Loamy,1486.3,36.99,8.53,2.754091804898932,23.49,48768.71,70033.74,24071.72,101700.37,37132.29,281706.83,55000,1291950.0,1010243.17
3874,Medium,Cotton,Rabi,North,Clay,1999.85,27.39,1.13,1.4223012388299359,1.61,2921.54,6556.73,3392.87,13255.49,3738.39,29865.019999999997,55000,88550.0,58684.98
3875,Medium,Maize,Rabi,Central,Loamy,634.43,31.45,6.23,4.452741490794776,27.74,25832.16,26477.5,8373.38,83399.7,17571.45,161654.19,18000,499320.0,337665.81
3876,Medium,Wheat,Rabi,Central,Clay,2016.44,24.41,5.15,3.668906984778788,18.89,18462.19,43196.67,9600.46,32574.82,31031.1,134865.24000000002,21000,396690.0,261824.76
3877,Medium,Maize,Rabi,West,Sandy,1231.65,23.31,2.32,5.035476563247831,11.68,8353.31,13356.96,7973.48,19090.26,7313.96,56087.969999999994,18000,210240.0,154152.03
3878,Medium,Potato,Rabi,East,Sandy,1950.69,24.41,2.27,19.591777813000217,44.47,10911.46,14992.68,8604.18,28439.65,17620.0,80567.97,12000,533640.0,453072.03
3879,Medium,Cotton,Rabi,South,Clay,801.05,23.6,2.34,3.550613390501744,8.31,10819.67,15816.04,5243.13,17520.58,12089.94,61489.36,55000,457050.0,395560.64
3880,Medium,Maize,Rabi,West,Sandy,2131.6,30.92,7.4,5.744042180902341,42.51,42714.01,25852.63,28761.11,76744.7,35734.13,209806.58000000002,18000,765180.0,555373.42
3881,Medium,Cotton,Kharif,West,Loamy,1549.86,21.25,2.47,1.2334086150766728,3.05,12037.3,12656.04,9372.19,15740.79,10240.21,60046.53,55000,167750.0,107703.47
3882,Small,Maize,Rabi,Central,Clay,316.14,16.78,1.19,5.748747043440091,6.84,5269.48,6131.78,4227.82,7818.73,4334.49,27782.299999999996,18000,123120.0,95337.7
3883,Large,Sugarcane,Kharif,Central,Clay,1442.39,31.78,11.51,69.49559510036242,799.89,31117.31,84027.02,37423.49,87012.36,85954.61,325534.79,3500,2799615.0,2474080.21
3884,Medium,Cotton,Zaid,West,Silt,982.61,12.88,0.95,2.4305787824360405,2.31,3711.22,6710.21,2462.72,7542.71,5406.31,25833.170000000002,55000,127050.0,101216.83
3885,Medium,Wheat,Kharif,Central,Sandy,426.5,32.13,8.13,3.014870085177285,24.51,32427.96,72629.67,13319.25,44046.84,27794.58,190218.3,21000,514710.0,324491.7
3886,Large,Sugarcane,Zaid,East,Clay,1284.08,19.37,11.26,70.59921770812308,794.95,51294.69,83170.15,19850.04,152668.94,68688.37,375672.19,3500,2782325.0,2406652.81
3887,Small,Potato,Kharif,South,Clay,985.23,17.33,0.94,20.10051437542559,18.89,3256.37,4076.18,1394.56,5112.92,3219.36,17059.39,12000,226680.0,209620.61
3888,Large,Maize,Zaid,South,Clay,749.66,22.61,11.61,5.8809100431294645,68.28,29971.49,58914.2,41158.61,146609.73,76903.78,353557.81000000006,18000,1229040.0,875482.19
3889,Large,Potato,Kharif,South,Sandy,1068.07,15.29,6.28,20.13972095804356,126.48,34627.25,25134.72,6400.33,49422.55,33404.08,148988.93,12000,1517760.0,1368771.07
3890,Medium,Cotton,Kharif,West,Clay,695.14,22.77,9.53,2.2801640956118674,21.73,20295.7,77879.56,17159.61,85619.16,44346.21,245300.24,55000,1195150.0,949849.76
3891,Large,Sugarcane,Zaid,West,Clay,959.59,14.87,7.69,69.61027864548812,535.3,19531.09,62099.08,21656.05,82895.56,45588.65,231770.43,3500,1873550.0,1641779.57
3892,Large,Potato,Rabi,West,Loamy,553.74,25.54,7.59,19.17034746570222,145.5,29028.86,64374.8,30038.44,55006.87,54867.27,233316.24,12000,1746000.0,1512683.76
3893,Medium,Wheat,Rabi,East,Loamy,485.49,16.93,9.57,3.6365394641890343,34.8,53163.25,66593.12,18124.63,55192.71,42294.23,235367.94,21000,730800.0,495432.06
3894,Medium,Cotton,Rabi,South,Silt,2302.04,15.64,1.25,2.614489461934366,3.27,3012.66,5766.47,2039.64,18213.91,7663.14,36695.82,55000,179850.0,143154.18
3895,Medium,Sugarcane,Rabi,Central,Clay,2286.08,28.22,5.01,68.90700263515295,345.22,24802.51,41984.15,6143.25,66546.19,20936.49,160412.59,3500,1208270.0,1047857.41
3896,Medium,Potato,Rabi,Central,Sandy,2121.61,29.51,11.65,20.40315027833024,237.7,36651.84,54012.21,21578.01,146717.29,48524.15,307483.5,12000,2852400.0,2544916.5
